Final Name,Image Name,Image Source,Original Size (KB),Location,Area,ByteSSIM,Final Size (KB),Worst Size (KB),Worst SSIM,Worst Resolution,SSIM,Weighted Sum,Resolution Percentage
reduced_H3bc8d62679dd4bf69351d80021b29d2cv.jpg_200x200Q90.jpg_.webp,H3bc8d62679dd4bf69351d80021b29d2cv.jpg_200x200Q90.jpg_.webp,https://ae01.alicdn.com/kf/H3bc8d62679dd4bf69351d80021b29d2cv.jpg_200x200Q90.jpg_.webp,8.673828125,1.0,0.0,1.0,4.501953125,8.673828125,1.0,100,0.9499777538434985,1.0,5.0
reduced_20x20.png,20x20.png,https://ae01.alicdn.com/kf/H107313c145a24eec94287c19fd2aa5c0e/20x20.png,0.8212890625,0.8448217888365838,0.0021470746108427,1.0,1.013671875,0.8212890625,1.0,100,1.0,1.0021470746108427,5.0
reduced_TB1GSux3fb2gK0jSZK9XXaEgFXa-21-21.png,TB1GSux3fb2gK0jSZK9XXaEgFXa-21-21.png,https://img.alicdn.com/tfs/TB1GSux3fb2gK0jSZK9XXaEgFXa-21-21.png,0.21484375,335.0000000000031,0.0023671497584541,1.0,0.392578125,0.21484375,1.0,100,1.0,1.002367149758454,5.0
reduced_250x64.png,250x64.png,https://ae01.alicdn.com/kf/Sba3affa33fb2433f934852e5b2abaf25v/250x64.png,6.7392578125,3.654545454545455,0.0047504025764895,1.0,5.2265625,2.5244140625,1.0,90,1.0,1.0047504025764895,5.0
reduced_TB1OQux3hD1gK0jSZFsXXbldVXa-134-32.png,TB1OQux3hD1gK0jSZFsXXbldVXa-134-32.png,https://img.alicdn.com/tfs/TB1OQux3hD1gK0jSZFsXXbldVXa-134-32.png,0.9599609375,68.83561643835655,0.0165217391304347,1.0,1.4814453125,0.9599609375,1.0,100,1.0,1.0165217391304349,5.0
reduced_368x55.png_250x250.png_.webp,368x55.png_250x250.png_.webp,https://ae01.alicdn.com/kf/H6a103b65f0b64afdaf4fa405254b44few/368x55.png_250x250.png_.webp,4.203125,6.525974025974025,0.0414278046162104,1.0,4.203125,4.203125,1.0,100,1.0,1.0414278046162104,100.0
reduced_S1a09bd0a899b4d4a85698ccc1842a78dA.jpg_120x120Q90.jpg_.webp,S1a09bd0a899b4d4a85698ccc1842a78dA.jpg_120x120Q90.jpg_.webp,https://ae04.alicdn.com/kf/S1a09bd0a899b4d4a85698ccc1842a78dA.jpg_120x120Q90.jpg_.webp,2.1650390625,8.604452054794525,0.0421578099838969,1.0,0.24609375,2.1650390625,1.0,100,0.9173211338467064,1.0421578099838968,5.0
reduced_S7f4f57ba59f84541af766a7a5db3ad02k.jpg_120x120Q90.jpg_.webp,S7f4f57ba59f84541af766a7a5db3ad02k.jpg_120x120Q90.jpg_.webp,https://ae04.alicdn.com/kf/S7f4f57ba59f84541af766a7a5db3ad02k.jpg_120x120Q90.jpg_.webp,6.189453125,8.604452054794525,0.0421578099838969,1.0,1.705078125,6.189453125,1.0,100,0.9050634199318045,1.0421578099838968,30.0
reduced_S5ea514f0307f4ce59c416ce5ca880bef2.jpg_120x120Q90.jpg_.webp,S5ea514f0307f4ce59c416ce5ca880bef2.jpg_120x120Q90.jpg_.webp,https://ae04.alicdn.com/kf/S5ea514f0307f4ce59c416ce5ca880bef2.jpg_120x120Q90.jpg_.webp,4.609375,8.604452054794525,0.0421578099838969,1.0,1.048828125,4.609375,1.0,100,0.9005282408261951,1.0421578099838968,25.0
reduced_Sc0b1b00ed531494bbad2ab8908022a176.jpg_120x120Q90.jpg_.webp,Sc0b1b00ed531494bbad2ab8908022a176.jpg_120x120Q90.jpg_.webp,https://ae04.alicdn.com/kf/Sc0b1b00ed531494bbad2ab8908022a176.jpg_120x120Q90.jpg_.webp,4.515625,8.604452054794525,0.0421578099838969,1.0,1.1015625,4.515625,1.0,100,0.9139702810303819,1.0421578099838968,5.0
reduced_Sfb5237ae97634ed7ad19ee089cf74891N.jpg_120x120Q90.jpg_.webp,Sfb5237ae97634ed7ad19ee089cf74891N.jpg_120x120Q90.jpg_.webp,https://ae04.alicdn.com/kf/Sfb5237ae97634ed7ad19ee089cf74891N.jpg_120x120Q90.jpg_.webp,3.005859375,8.604452054794525,0.0421578099838969,1.0,0.443359375,3.005859375,1.0,100,0.9176892221796548,1.0421578099838968,10.0
reduced_S0866ad532c8647d399b7da0d024e6318G.jpg_120x120Q90.jpg_.webp,S0866ad532c8647d399b7da0d024e6318G.jpg_120x120Q90.jpg_.webp,https://ae04.alicdn.com/kf/S0866ad532c8647d399b7da0d024e6318G.jpg_120x120Q90.jpg_.webp,4.8837890625,8.604452054794525,0.0421578099838969,1.0,0.701171875,4.8837890625,1.0,100,0.9027816121066723,1.0421578099838968,5.0
reduced_Hb8ca4cf21be9437a90cd8a2be13adc82D.jpg_120x120Q90.jpg_.webp,Hb8ca4cf21be9437a90cd8a2be13adc82D.jpg_120x120Q90.jpg_.webp,https://ae04.alicdn.com/kf/Hb8ca4cf21be9437a90cd8a2be13adc82D.jpg_120x120Q90.jpg_.webp,3.734375,8.604452054794525,0.0421578099838969,1.0,0.607421875,3.734375,1.0,100,0.9004109002086292,1.0421578099838968,15.0
reduced_H5149038d2db24bcaa7bd0452c148cace8.jpg_120x120Q90.jpg_.webp,H5149038d2db24bcaa7bd0452c148cace8.jpg_120x120Q90.jpg_.webp,https://ae04.alicdn.com/kf/H5149038d2db24bcaa7bd0452c148cace8.jpg_120x120Q90.jpg_.webp,4.3173828125,8.604452054794525,0.0558454106280193,1.0,0.6015625,4.3173828125,1.0,100,0.9043658665446009,1.0558454106280193,5.0
reduced_S789a3bf7aed94747992a4b3957fe085ff.jpg_120x120Q90.jpg_.webp,S789a3bf7aed94747992a4b3957fe085ff.jpg_120x120Q90.jpg_.webp,https://ae04.alicdn.com/kf/S789a3bf7aed94747992a4b3957fe085ff.jpg_120x120Q90.jpg_.webp,2.5185546875,8.604452054794525,0.0558454106280193,1.0,0.349609375,2.5185546875,1.0,100,0.9714947661106459,1.0558454106280193,5.0
reduced_S08a9499b8ad4431c9327781d2e4ccdefo.jpg_120x120Q90.jpg_.webp,S08a9499b8ad4431c9327781d2e4ccdefo.jpg_120x120Q90.jpg_.webp,https://ae04.alicdn.com/kf/S08a9499b8ad4431c9327781d2e4ccdefo.jpg_120x120Q90.jpg_.webp,4.2578125,8.604452054794525,0.0558454106280193,1.0,0.6953125,4.2578125,1.0,100,0.9181321986047946,1.0558454106280193,5.0
reduced_H05f77e058e4941c0b5702cbbb0961ac2h.jpg_120x120Q90.jpg_.webp,H05f77e058e4941c0b5702cbbb0961ac2h.jpg_120x120Q90.jpg_.webp,https://ae04.alicdn.com/kf/H05f77e058e4941c0b5702cbbb0961ac2h.jpg_120x120Q90.jpg_.webp,6.3828125,8.604452054794525,0.0558454106280193,1.0,1.087890625,6.3828125,1.0,100,0.9052740138474935,1.0558454106280193,5.0
reduced_Sc05e47f5187b42de8a838684a201b8f3P.jpg_120x120Q90.jpg_.webp,Sc05e47f5187b42de8a838684a201b8f3P.jpg_120x120Q90.jpg_.webp,https://ae04.alicdn.com/kf/Sc05e47f5187b42de8a838684a201b8f3P.jpg_120x120Q90.jpg_.webp,3.255859375,8.604452054794525,0.0558454106280193,1.0,0.443359375,3.255859375,1.0,100,0.9235456546087861,1.0558454106280193,5.0
reduced_284x64.png,284x64.png,https://ae01.alicdn.com/kf/S3e63f64d6ebf469a8a9dd22e9483e0eag/284x64.png,6.630859375,3.654545454545455,0.0053945249597423,1.1021450459652706,4.9697265625,2.806640625,1.0,90,1.0,1.1075395709250129,5.0
reduced_Sce6ccdfc0cad44cca348c26e38ce6256f.jpg_200x200Q90.jpg_.webp,Sce6ccdfc0cad44cca348c26e38ce6256f.jpg_200x200Q90.jpg_.webp,https://ae01.alicdn.com/kf/Sce6ccdfc0cad44cca348c26e38ce6256f.jpg_200x200Q90.jpg_.webp,3.935546875,6.128048780487807,0.1662694578636607,1.0,0.64453125,3.935546875,1.0,100,0.9197579985565959,1.1662694578636608,5.0
reduced_Sdaf1f042765446298f2b32d8e71dda7dw.jpg_200x200Q90.jpg_.webp,Sdaf1f042765446298f2b32d8e71dda7dw.jpg_200x200Q90.jpg_.webp,https://ae01.alicdn.com/kf/Sdaf1f042765446298f2b32d8e71dda7dw.jpg_200x200Q90.jpg_.webp,9.53515625,6.128048780487807,0.1662694578636607,1.0,1.9765625,9.53515625,1.0,100,0.9179646847741417,1.1662694578636608,5.0
reduced_S4d96889c82224edba31ac8401f178b7bC.jpg_200x200Q90.jpg_.webp,S4d96889c82224edba31ac8401f178b7bC.jpg_200x200Q90.jpg_.webp,https://ae01.alicdn.com/kf/S4d96889c82224edba31ac8401f178b7bC.jpg_200x200Q90.jpg_.webp,7.14453125,6.128048780487807,0.1662694578636607,1.0,3.890625,7.14453125,1.0,100,0.9204908820668107,1.1662694578636608,5.0
reduced_S61180484997e468d8ccfb6b296734a9ax.jpg_200x200Q90.jpg_.webp,S61180484997e468d8ccfb6b296734a9ax.jpg_200x200Q90.jpg_.webp,https://ae01.alicdn.com/kf/S61180484997e468d8ccfb6b296734a9ax.jpg_200x200Q90.jpg_.webp,4.19921875,6.128048780487807,0.1662694578636607,1.0,1.13671875,4.19921875,1.0,100,0.9669271757103258,1.1662694578636608,5.0
reduced_Sc3a18ae843284726a35fd52b0bbe473fH.jpg_200x200Q90.jpg_.webp,Sc3a18ae843284726a35fd52b0bbe473fH.jpg_200x200Q90.jpg_.webp,https://ae01.alicdn.com/kf/Sc3a18ae843284726a35fd52b0bbe473fH.jpg_200x200Q90.jpg_.webp,2.673828125,6.128048780487807,0.1662694578636607,1.0,0.607421875,2.673828125,1.0,100,0.9482045467669502,1.1662694578636608,5.0
reduced_Silicone-Eyeliner-Makeup-Stencils-Wing-Tips-Marscara-Drawing-Lipstick-Wearing-Aid-Face-Cream-Mask-Applicator-Makeup.jpg_220x220xz.jpg_.webp,Silicone-Eyeliner-Makeup-Stencils-Wing-Tips-Marscara-Drawing-Lipstick-Wearing-Aid-Face-Cream-Mask-Applicator-Makeup.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/S67b2a2d1630643629f69716824eedb6bf/Silicone-Eyeliner-Makeup-Stencils-Wing-Tips-Marscara-Drawing-Lipstick-Wearing-Aid-Face-Cream-Mask-Applicator-Makeup.jpg_220x220xz.jpg_.webp,9.2578125,1.8259447674418603,0.1937734836285561,1.0,4.66796875,9.2578125,1.0,100,0.9007680867401787,1.193773483628556,10.0
reduced_Headwear-Set-New-Women-Fashion-Claw-Clip-Coffee-Black-Acrylic-Large-Hair-Claw-Korean-For-Girl.jpg_220x220xz.jpg_.webp,Headwear-Set-New-Women-Fashion-Claw-Clip-Coffee-Black-Acrylic-Large-Hair-Claw-Korean-For-Girl.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/S32e82ae2b43c464e9dcd70b43d34ec1ct/Headwear-Set-New-Women-Fashion-Claw-Clip-Coffee-Black-Acrylic-Large-Hair-Claw-Korean-For-Girl.jpg_220x220xz.jpg_.webp,9.40625,1.8259447674418603,0.1937734836285561,1.0,3.150390625,9.40625,1.0,100,0.9080505665933367,1.193773483628556,15.0
reduced_Car-Speed-Gearbox-Gear-Head-Keychain-Manual-Transmission-Lever-Metal-Key-Ring-Car-Refitting-Metal-Pendant.jpg_220x220xz.jpg_.webp,Car-Speed-Gearbox-Gear-Head-Keychain-Manual-Transmission-Lever-Metal-Key-Ring-Car-Refitting-Metal-Pendant.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/S33682310ccae40a7a105b1571477f34eW/Car-Speed-Gearbox-Gear-Head-Keychain-Manual-Transmission-Lever-Metal-Key-Ring-Car-Refitting-Metal-Pendant.jpg_220x220xz.jpg_.webp,6.861328125,1.8259447674418603,0.1937734836285561,1.0,2.099609375,6.861328125,1.0,100,0.9361375178780926,1.193773483628556,5.0
reduced_Rack-TV-Monitor-Organizer-Screen-Top-Storage-Shelf-Holder-Practical-Home-Storage-Computer-Office-Multi-functional.jpg_220x220xz.jpg_.webp,Rack-TV-Monitor-Organizer-Screen-Top-Storage-Shelf-Holder-Practical-Home-Storage-Computer-Office-Multi-functional.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/H10f6049c04684345a199a808d6fbcd252/Rack-TV-Monitor-Organizer-Screen-Top-Storage-Shelf-Holder-Practical-Home-Storage-Computer-Office-Multi-functional.jpg_220x220xz.jpg_.webp,10.8125,1.8259447674418603,0.1937734836285561,1.0,5.166015625,10.8125,1.0,100,0.9218778290717571,1.193773483628556,5.0
reduced_New-Adjustable-Temperature-Electric-Soldering-Iron-220V-60W-Welding-Solder-Rework-Station-Heat-Pencil-Tips-Repair.jpg_220x220xz.jpg_.webp,New-Adjustable-Temperature-Electric-Soldering-Iron-220V-60W-Welding-Solder-Rework-Station-Heat-Pencil-Tips-Repair.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/S60bf2b3405af4ea0bc8ba288a19c39f2C/New-Adjustable-Temperature-Electric-Soldering-Iron-220V-60W-Welding-Solder-Rework-Station-Heat-Pencil-Tips-Repair.jpg_220x220xz.jpg_.webp,6.40625,1.6256874797800065,0.1937734836285561,1.0,2.435546875,6.40625,1.0,100,0.9590468337559662,1.193773483628556,5.0
reduced_2-in-1-Groove-Cleaning-Tool-Window-Frame-Door-Groove-Cleaning-Brush-Sliding-Door-Track-Cleaning.jpg_220x220xz.jpg_.webp,2-in-1-Groove-Cleaning-Tool-Window-Frame-Door-Groove-Cleaning-Brush-Sliding-Door-Track-Cleaning.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/Sab019ca40bf647d2bae0e26d6ee0fbeas/2-in-1-Groove-Cleaning-Tool-Window-Frame-Door-Groove-Cleaning-Brush-Sliding-Door-Track-Cleaning.jpg_220x220xz.jpg_.webp,5.646484375,1.6256874797800065,0.1937734836285561,1.0,1.828125,5.646484375,1.0,100,0.9050658568882914,1.193773483628556,15.0
reduced_Adjustable-Door-Bottom-Seal-Strip-Weatherstrip-Under-Door-Draft-Stopper-Anti-Cold-One-Side-Gap-Blocker.jpg_220x220xz.jpg_.webp,Adjustable-Door-Bottom-Seal-Strip-Weatherstrip-Under-Door-Draft-Stopper-Anti-Cold-One-Side-Gap-Blocker.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/S0e27e1dfaf874e64b3ec9be22099c9e2E/Adjustable-Door-Bottom-Seal-Strip-Weatherstrip-Under-Door-Draft-Stopper-Anti-Cold-One-Side-Gap-Blocker.jpg_220x220xz.jpg_.webp,5.572265625,1.6256874797800065,0.1937734836285561,1.0,1.833984375,5.572265625,1.0,100,0.9024639831030908,1.193773483628556,15.0
reduced_7-0-5-5-MM-IP67-Waterproof-Endoscope-Camera-6-LEDs-Adjustable-USB-Android-Flexible-Inspection.jpg_220x220xz.jpg_.webp,7-0-5-5-MM-IP67-Waterproof-Endoscope-Camera-6-LEDs-Adjustable-USB-Android-Flexible-Inspection.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/H843c5dd805d349bd84c6b79415e2ddb7a/7-0-5-5-MM-IP67-Waterproof-Endoscope-Camera-6-LEDs-Adjustable-USB-Android-Flexible-Inspection.jpg_220x220xz.jpg_.webp,8.203125,1.6256874797800065,0.1937734836285561,1.0,2.244140625,8.203125,1.0,100,0.9073189734036718,1.193773483628556,5.0
reduced_Ultra-Light-Silicone-TR-Sports-Myopia-Glasses-Anti-Blue-Light-Men-Basketball-Football-Anti-Shedding-Nearsightedness.jpg_220x220xz.jpg_.webp,Ultra-Light-Silicone-TR-Sports-Myopia-Glasses-Anti-Blue-Light-Men-Basketball-Football-Anti-Shedding-Nearsightedness.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/Sb9c8f9a71e94464a9e4a14dd6c2a74c5d/Ultra-Light-Silicone-TR-Sports-Myopia-Glasses-Anti-Blue-Light-Men-Basketball-Football-Anti-Shedding-Nearsightedness.jpg_220x220xz.jpg_.webp,10.431640625,1.6256874797800065,0.1937734836285561,1.0,3.828125,10.431640625,1.0,100,0.9166943942237201,1.193773483628556,10.0
reduced_127-328pcs-Heat-Shrink-Tube-2-1-Shrinkable-Wire-Shrinking-Wrap-Tubing-Wire-Connect-Cover-Protection.jpg_220x220xz.jpg_.webp,127-328pcs-Heat-Shrink-Tube-2-1-Shrinkable-Wire-Shrinking-Wrap-Tubing-Wire-Connect-Cover-Protection.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/S1ae5660d75af4752b364199d14cdd73eB/127-328pcs-Heat-Shrink-Tube-2-1-Shrinkable-Wire-Shrinking-Wrap-Tubing-Wire-Connect-Cover-Protection.jpg_220x220xz.jpg_.webp,14.880859375,1.481426886792453,0.1937734836285561,1.0,7.17578125,14.880859375,1.0,100,0.9062648845864517,1.193773483628556,10.0
reduced_Men-Manual-Beard-Shaver-Head-Replacement-Blade-Beard-Trimmer-Shaver-Blades-Spare-Parts-For-QP210-QP6523.jpg_220x220xz.jpg_.webp,Men-Manual-Beard-Shaver-Head-Replacement-Blade-Beard-Trimmer-Shaver-Blades-Spare-Parts-For-QP210-QP6523.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/Sd492490ee5b04d05ad737c48221dfb60x/Men-Manual-Beard-Shaver-Head-Replacement-Blade-Beard-Trimmer-Shaver-Blades-Spare-Parts-For-QP210-QP6523.jpg_220x220xz.jpg_.webp,10.3515625,1.481426886792453,0.1937734836285561,1.0,3.671875,10.3515625,1.0,100,0.9052560448559841,1.193773483628556,5.0
reduced_Upgrade-Blade-Eyeliner-Brush-Ultra-Thin-Fine-Angle-Flat-Eyebrow-Brush-Under-The-Eyes-Place-Makeup.jpg_220x220xz.jpg_.webp,Upgrade-Blade-Eyeliner-Brush-Ultra-Thin-Fine-Angle-Flat-Eyebrow-Brush-Under-The-Eyes-Place-Makeup.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/S48d8758c71e248dfa32d6e3c92739357x/Upgrade-Blade-Eyeliner-Brush-Ultra-Thin-Fine-Angle-Flat-Eyebrow-Brush-Under-The-Eyes-Place-Makeup.jpg_220x220xz.jpg_.webp,4.130859375,1.481426886792453,0.1937734836285561,1.0,1.30078125,4.130859375,1.0,100,0.9183639326727125,1.193773483628556,5.0
reduced_Hand-Blower-household-hand-portable-barbecue-blower-small-hair-dryer-outdoor-barbecue-accessories-tools.jpg_220x220xz.jpg_.webp,Hand-Blower-household-hand-portable-barbecue-blower-small-hair-dryer-outdoor-barbecue-accessories-tools.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/S4880f1080c3b4762b7a4e84b9fb1280at/Hand-Blower-household-hand-portable-barbecue-blower-small-hair-dryer-outdoor-barbecue-accessories-tools.jpg_220x220xz.jpg_.webp,8.265625,1.481426886792453,0.1937734836285561,1.0,2.31640625,8.265625,1.0,100,0.9088558169420411,1.193773483628556,5.0
reduced_10g-Party-DIY-Fluorescent-Super-luminous-Particles-Glow-Pigment-Bright-Gravel-Noctilucent-Sand-Glowing-in-the.jpg_220x220xz.jpg_.webp,10g-Party-DIY-Fluorescent-Super-luminous-Particles-Glow-Pigment-Bright-Gravel-Noctilucent-Sand-Glowing-in-the.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/H81572820268f4d3c8d2a84d092c9b1a1Y/10g-Party-DIY-Fluorescent-Super-luminous-Particles-Glow-Pigment-Bright-Gravel-Noctilucent-Sand-Glowing-in-the.jpg_220x220xz.jpg_.webp,18.619140625,1.8259447674418603,0.1937734836285561,1.0,3.658203125,18.619140625,1.0,100,0.9038819741027339,1.193773483628556,15.0
reduced_Winter-Gloves-Waterproof-Thermal-Touch-Screen-Thermal-Windproof-Warm-Gloves-Cold-Weather-Running-Sports-Hiking-Ski.jpg_220x220xz.jpg_.webp,Winter-Gloves-Waterproof-Thermal-Touch-Screen-Thermal-Windproof-Warm-Gloves-Cold-Weather-Running-Sports-Hiking-Ski.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/S54c8edb2dfca412c8085d451427d19d5d/Winter-Gloves-Waterproof-Thermal-Touch-Screen-Thermal-Windproof-Warm-Gloves-Cold-Weather-Running-Sports-Hiking-Ski.jpg_220x220xz.jpg_.webp,9.94140625,1.3537176724137931,0.1937734836285561,1.0,3.029296875,9.94140625,1.0,100,0.9151986403726093,1.193773483628556,10.0
reduced_4-4-6-5-8-5-10-12-inch-LCD-Drawing-Tablet-For-Children-Toys-Painting.jpg_220x220xz.jpg_.webp,4-4-6-5-8-5-10-12-inch-LCD-Drawing-Tablet-For-Children-Toys-Painting.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/S48b4d3676b994c4889c57bfe8afc7634g/4-4-6-5-8-5-10-12-inch-LCD-Drawing-Tablet-For-Children-Toys-Painting.jpg_220x220xz.jpg_.webp,6.337890625,1.3537176724137931,0.1937734836285561,1.0,1.673828125,6.337890625,1.0,100,0.9218199053974373,1.193773483628556,5.0
reduced_15meters-New-Tesa-Type-Coroplast-Adhesive-Cloth-Tape-For-Cable-Harness-Wiring-Loom-Width-9-15.jpg_220x220xz.jpg_.webp,15meters-New-Tesa-Type-Coroplast-Adhesive-Cloth-Tape-For-Cable-Harness-Wiring-Loom-Width-9-15.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/S11e1de8ad2d840e29f8568fc862a1019B/15meters-New-Tesa-Type-Coroplast-Adhesive-Cloth-Tape-For-Cable-Harness-Wiring-Loom-Width-9-15.jpg_220x220xz.jpg_.webp,11.111328125,1.3537176724137931,0.1937734836285561,1.0,5.681640625,11.111328125,1.0,100,0.9011122583794566,1.193773483628556,40.0
reduced_Shaving-Apron-for-Man-Beard-Shaving-Apron-Care-Bib-Face-Shaved-Hair-Adult-Bibs-Shaver-Cleaning.jpg_220x220xz.jpg_.webp,Shaving-Apron-for-Man-Beard-Shaving-Apron-Care-Bib-Face-Shaved-Hair-Adult-Bibs-Shaver-Cleaning.jpg_220x220xz.jpg_.webp,https://ae01.alicdn.com/kf/Hb9bb1a226c464066b28b5b5399ade7f3g/Shaving-Apron-for-Man-Beard-Shaving-Apron-Care-Bib-Face-Shaved-Hair-Adult-Bibs-Shaver-Cleaning.jpg_220x220xz.jpg_.webp,4.787109375,1.3537176724137931,0.1937734836285561,1.0,1.474609375,4.787109375,1.0,100,0.9405686991913675,1.193773483628556,5.0
